mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,anio_ocu_file,tipo_eve,edad_grupo,fall_les,sexo_vic,int_o_noint,num_corre,anio_ocu_dataset,anio_ocu,edad_vic
mayo,jueves,21,4,1,101,10,mayor,automovil,ignorado,9999,ignorado,2017,atropello,40-44,lesionado,hombre,internado,43547,2017,2017,40
mayo,jueves,18,4,1,101,7,mayor,panel,blanco,2007,fiat,2017,atropello,50-54,lesionado,hombre,internado,43548,2017,2017,52
mayo,jueves,19,4,21,2101,99,menor,camioneta sport o blazer,negro,9999,toyota,2017,atropello,menor de 15,fallecimiento,hombre,no internado,43549,2017,2017,12
mayo,jueves,16,3,5,501,99,mayor,motocicleta,negro,2011,ignorado,2017,atropello,65-69,lesionado,hombre,no internado,43550,2017,2017,999
mayo,jueves,21,4,9,901,99,mayor,microbus,gris,9999,toyota,2017,atropello,35-39,fallecimiento,hombre,no internado,43551,2017,2017,37
mayo,jueves,15,3,3,314,99,menor,cabezal,blanco,1993,freightliner,2017,atropello,menor de 15,fallecimiento,hombre,no internado,43552,2017,2017,2
mayo,viernes,8,2,1,101,5,mayor,motocicleta,rojo,9999,bajaj,2017,atropello,60-64,lesionado,mujer,internado,43553,2017,2017,79
mayo,viernes,9,2,1,101,12,mayor,automovil,blanco,2009,nissan,2017,atropello,20-24,lesionado,hombre,internado,43554,2017,2017,21
mayo,sabado,19,4,11,1108,99,mayor,automovil,corinto,9999,ignorado,2017,atropello,45-49,lesionado,hombre,internado,43555,2017,2017,45
mayo,sabado,21,4,4,406,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,25-29,fallecimiento,hombre,no internado,43556,2017,2017,26
mayo,domingo,17,3,22,2214,99,mayor,camioneta sport o blazer,gris,1998,ford,2017,atropello,25-29,lesionado,hombre,internado,43557,2017,2017,25
mayo,domingo,10,2,20,2007,99,mayor,camion,ignorado,9999,ignorado,2017,atropello,20-24,fallecimiento,mujer,no internado,43558,2017,2017,23
mayo,domingo,0,1,10,1020,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,45-49,fallecimiento,hombre,no internado,43559,2017,2017,47
mayo,domingo,21,4,7,710,99,mayor,mototaxi,rojo,9999,bajaj,2017,atropello,20-24,lesionado,mujer,internado,43560,2017,2017,24
mayo,domingo,7,2,12,1215,99,mayor,motocicleta,negro,9999,bajaj,2017,atropello,60-64,fallecimiento,mujer,no internado,43561,2017,2017,76
mayo,lunes,7,2,12,1215,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,20-24,fallecimiento,hombre,no internado,43562,2017,2017,24
mayo,lunes,21,4,1,101,11,mayor,automovil,ignorado,9999,nissan,2017,atropello,35-39,lesionado,hombre,internado,43563,2017,2017,37
mayo,lunes,21,4,1,101,4,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,30-34,lesionado,hombre,internado,43564,2017,2017,32
mayo,martes,18,4,22,2207,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,45-49,lesionado,hombre,internado,43565,2017,2017,46
mayo,martes,21,4,22,2201,99,menor,motocicleta,ignorado,9999,ignorado,2017,atropello,15-19,lesionado,hombre,internado,43566,2017,2017,15
mayo,martes,12,3,9,901,99,menor,motocicleta,rojo,2016,honda,2017,atropello,menor de 15,lesionado,mujer,internado,43567,2017,2017,5
mayo,martes,15,3,7,701,99,mayor,automovil,negro,2007,ford,2017,atropello,35-39,lesionado,hombre,internado,43568,2017,2017,35
mayo,miercoles,20,4,1,117,99,mayor,bus urbano,rojo,2000,internacional,2017,atropello,20-24,fallecimiento,hombre,no internado,43569,2017,2017,20
mayo,miercoles,20,4,11,1107,99,mayor,camion,blanco,2007,isuzu,2017,atropello,30-34,fallecimiento,hombre,no internado,43570,2017,2017,31
mayo,miercoles,9,2,16,1613,99,menor,camioneta sport o blazer,ignorado,9999,hummer,2017,atropello,menor de 15,lesionado,hombre,internado,43571,2017,2017,11
mayo,miercoles,9,2,15,1503,99,mayor,motocicleta,ignorado,9999,ignorado,2017,atropello,25-29,lesionado,hombre,internado,43572,2017,2017,27
mayo,miercoles,20,4,17,1701,99,menor,motocicleta,negro,9999,bajaj,2017,atropello,menor de 15,lesionado,hombre,internado,43573,2017,2017,8
mayo,miercoles,20,4,17,1701,99,menor,motocicleta,negro,9999,bajaj,2017,atropello,menor de 15,lesionado,mujer,internado,43574,2017,2017,4
mayo,miercoles,19,4,14,1401,99,mayor,pick up,gris,1994,toyota,2017,atropello,60-64,lesionado,hombre,internado,43575,2017,2017,60
mayo,jueves,10,2,1,101,1,mayor,automovil,blanco,1997,nissan,2017,atropello,30-34,fallecimiento,hombre,no internado,43576,2017,2017,30
mayo,jueves,21,4,22,2201,99,mayor,pick up,ignorado,9999,ignorado,2017,atropello,15-19,lesionado,hombre,internado,43577,2017,2017,19
mayo,jueves,21,4,22,2201,99,mayor,pick up,ignorado,9999,ignorado,2017,atropello,50-54,lesionado,hombre,internado,43578,2017,2017,52
mayo,jueves,19,4,20,2001,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,55-59,fallecimiento,hombre,no internado,43579,2017,2017,55
mayo,jueves,22,4,19,1903,99,mayor,motocicleta,gris,2016,suzuki,2017,atropello,30-34,lesionado,hombre,internado,43580,2017,2017,31
mayo,jueves,13,3,6,608,99,mayor,microbus,blanco,2006,mitsubishi,2017,atropello,50-54,lesionado,hombre,internado,43581,2017,2017,52
mayo,viernes,13,3,5,501,99,menor,motocicleta,negro,2006,kinlon,2017,atropello,menor de 15,lesionado,mujer,internado,43582,2017,2017,6
mayo,viernes,15,3,15,1501,99,mayor,motocicleta,rojo,9999,honda,2017,atropello,30-34,lesionado,hombre,internado,43583,2017,2017,31
mayo,viernes,21,4,18,1801,99,mayor,motocicleta,negro,9999,suzuki,2017,atropello,45-49,lesionado,hombre,internado,43584,2017,2017,47
mayo,viernes,11,2,3,307,99,mayor,camion,ignorado,9999,ignorado,2017,atropello,20-24,fallecimiento,hombre,no internado,43585,2017,2017,21
mayo,sabado,19,4,1,117,99,mayor,bus urbano,azul,2001,hyundai,2017,atropello,35-39,lesionado,hombre,internado,43586,2017,2017,38
mayo,sabado,5,1,1,117,99,mayor,motocicleta,verde,9999,suzuki,2017,atropello,20-24,lesionado,hombre,internado,43587,2017,2017,22
mayo,sabado,13,3,20,2005,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,20-24,lesionado,hombre,internado,43588,2017,2017,22
mayo,sabado,3,1,13,1314,99,mayor,pick up,ignorado,9999,ignorado,2017,atropello,45-49,lesionado,hombre,internado,43589,2017,2017,45
mayo,sabado,17,3,16,1601,99,mayor,motocicleta,negro,2013,jialing,2017,atropello,20-24,lesionado,hombre,internado,43590,2017,2017,23
mayo,sabado,13,3,18,1802,99,mayor,camioneta sport o blazer,gris,1991,mazda,2017,atropello,60-64,lesionado,hombre,internado,43591,2017,2017,64
mayo,sabado,22,4,3,308,99,mayor,pick up,negro,2017,isuzu,2017,atropello,20-24,lesionado,hombre,internado,43592,2017,2017,21
mayo,domingo,0,1,1,101,8,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,25-29,lesionado,hombre,internado,43593,2017,2017,28
mayo,domingo,12,3,1,101,12,mayor,motocicleta,ignorado,9999,ignorado,2017,atropello,60-64,lesionado,mujer,internado,43594,2017,2017,70
mayo,domingo,12,3,21,2101,99,mayor,automovil,blanco,9999,chevrolet,2017,atropello,20-24,lesionado,hombre,internado,43595,2017,2017,23
mayo,domingo,12,3,21,2101,99,mayor,automovil,blanco,9999,chevrolet,2017,atropello,60-64,lesionado,mujer,internado,43596,2017,2017,60
mayo,domingo,15,3,20,2007,99,menor,motocicleta,ignorado,9999,ignorado,2017,atropello,15-19,lesionado,hombre,internado,43597,2017,2017,15
mayo,domingo,3,1,9,904,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,40-44,fallecimiento,hombre,no internado,43598,2017,2017,40
mayo,domingo,16,3,2,201,99,mayor,motocicleta,rojo,9999,ignorado,2017,atropello,60-64,lesionado,mujer,internado,43599,2017,2017,60
mayo,domingo,22,4,7,719,99,mayor,motocicleta,azul,9999,ignorado,2017,atropello,35-39,lesionado,hombre,internado,43600,2017,2017,38
mayo,lunes,9,2,6,605,99,menor,pick up,verde,9999,toyota,2017,atropello,menor de 15,lesionado,hombre,internado,43601,2017,2017,9
mayo,lunes,23,4,12,1201,99,mayor,pick up,corinto,9999,toyota,2017,atropello,40-44,lesionado,hombre,internado,43602,2017,2017,40
mayo,martes,15,3,1,117,99,mayor,automovil,rojo,2013,hyundai,2017,atropello,60-64,lesionado,mujer,internado,43603,2017,2017,77
mayo,martes,15,3,4,413,99,mayor,automovil,gris,9999,mazda,2017,atropello,25-29,lesionado,mujer,internado,43604,2017,2017,27
mayo,martes,15,3,4,413,99,menor,automovil,gris,9999,mazda,2017,atropello,menor de 15,lesionado,hombre,internado,43605,2017,2017,4
mayo,martes,6,2,1,117,99,menor,motocicleta,negro,2016,honda,2017,atropello,menor de 15,lesionado,mujer,internado,43606,2017,2017,13
mayo,martes,16,3,1,101,3,mayor,motocicleta,ignorado,9999,ignorado,2017,atropello,60-64,lesionado,hombre,internado,43607,2017,2017,60
mayo,martes,11,2,1,101,18,mayor,camion,ignorado,9999,ignorado,2017,atropello,60-64,lesionado,mujer,internado,43608,2017,2017,65
mayo,martes,1,1,1,101,5,mayor,automovil,azul,9999,honda,2017,atropello,45-49,lesionado,hombre,internado,43609,2017,2017,48
mayo,jueves,20,4,19,1901,99,menor,pick up,ignorado,9999,ignorado,2017,atropello,menor de 15,fallecimiento,mujer,no internado,43610,2017,2017,14
mayo,jueves,16,3,10,1002,99,mayor,pick up,blanco,2013,toyota,2017,atropello,60-64,lesionado,hombre,internado,43611,2017,2017,67
mayo,jueves,6,2,1,101,7,mayor,bus extraurbano,rojo,2000,internacional,2017,atropello,20-24,fallecimiento,hombre,no internado,43612,2017,2017,21
mayo,jueves,19,4,1,101,1,mayor,camioneta sport o blazer,azul,1999,gmc,2017,atropello,35-39,lesionado,hombre,internado,43613,2017,2017,36
mayo,jueves,14,3,1,109,99,mayor,automovil,cafe,1988,ford,2017,atropello,55-59,lesionado,hombre,internado,43614,2017,2017,59
mayo,jueves,6,2,17,1701,99,mayor,motocicleta,negro,9999,bajaj,2017,atropello,30-34,lesionado,mujer,internado,43615,2017,2017,31
mayo,viernes,3,1,1,101,3,mayor,automovil,ignorado,9999,ignorado,2017,atropello,20-24,fallecimiento,hombre,no internado,43616,2017,2017,20
mayo,viernes,19,4,1,101,1,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,60-64,lesionado,mujer,internado,43617,2017,2017,80
mayo,viernes,20,4,1,101,1,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,60-64,lesionado,mujer,internado,43618,2017,2017,70
mayo,viernes,18,4,1,117,99,menor,automovil,corinto,1990,mitsubishi,2017,atropello,menor de 15,lesionado,hombre,internado,43619,2017,2017,14
mayo,viernes,8,2,16,1601,99,mayor,motocicleta,azul,2007,movesa,2017,atropello,60-64,lesionado,mujer,internado,43620,2017,2017,76
mayo,viernes,18,4,15,1501,99,mayor,automovil,ignorado,9999,hyundai,2017,atropello,40-44,lesionado,mujer,internado,43621,2017,2017,41
mayo,viernes,19,4,18,1801,99,menor,ignorado,ignorado,9999,ignorado,2017,atropello,menor de 15,lesionado,hombre,internado,43622,2017,2017,10
mayo,sabado,5,1,1,101,14,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,30-34,lesionado,hombre,internado,43623,2017,2017,33
mayo,sabado,18,4,1,109,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,20-24,lesionado,hombre,internado,43624,2017,2017,22
mayo,sabado,6,2,21,2101,99,mayor,motocicleta,negro,2015,honda,2017,atropello,40-44,lesionado,mujer,internado,43625,2017,2017,42
mayo,sabado,20,4,5,506,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,25-29,fallecimiento,hombre,no internado,43626,2017,2017,25
mayo,sabado,20,4,5,506,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,25-29,fallecimiento,hombre,no internado,43627,2017,2017,25
mayo,sabado,21,4,11,1108,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,40-44,lesionado,hombre,internado,43628,2017,2017,42
mayo,sabado,16,3,13,1319,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,60-64,fallecimiento,mujer,no internado,43629,2017,2017,62
mayo,sabado,0,1,4,401,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,20-24,fallecimiento,hombre,no internado,43630,2017,2017,23
mayo,domingo,12,3,1,101,18,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,40-44,lesionado,hombre,internado,43631,2017,2017,40
mayo,domingo,21,4,1,109,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,25-29,lesionado,hombre,internado,43632,2017,2017,26
mayo,domingo,16,3,1,117,99,mayor,motocicleta,rosado,2014,italika,2017,atropello,60-64,lesionado,hombre,internado,43633,2017,2017,78
mayo,domingo,18,4,15,1501,99,menor,pick up,negro,9999,toyota,2017,atropello,menor de 15,lesionado,hombre,internado,43634,2017,2017,4
mayo,domingo,23,4,15,1507,99,mayor,motocicleta,blanco,9999,suzuki,2017,atropello,35-39,lesionado,hombre,internado,43635,2017,2017,37
mayo,domingo,18,4,14,1406,99,menor,pick up,cafe,9999,toyota,2017,atropello,menor de 15,lesionado,hombre,internado,43636,2017,2017,4
mayo,lunes,15,3,10,1007,99,menor,motocicleta,blanco,2017,yumbo dakar,2017,atropello,menor de 15,lesionado,mujer,internado,43637,2017,2017,7
mayo,lunes,17,3,16,1616,99,menor,pick up,ignorado,9999,ignorado,2017,atropello,menor de 15,lesionado,hombre,internado,43638,2017,2017,5
mayo,lunes,7,2,3,301,99,mayor,camioneta sport o blazer,azul,2012,nissan,2017,atropello,15-19,fallecimiento,mujer,no internado,43639,2017,2017,18
mayo,martes,17,3,11,1101,99,mayor,motocicleta,azul,9999,honda,2017,atropello,55-59,lesionado,mujer,internado,43640,2017,2017,58
mayo,martes,17,3,11,1101,99,mayor,motocicleta,azul,9999,honda,2017,atropello,65-69,lesionado,mujer,internado,43641,2017,2017,999
mayo,martes,13,3,11,1101,99,menor,ignorado,ignorado,9999,ignorado,2017,atropello,menor de 15,lesionado,hombre,internado,43642,2017,2017,7
mayo,martes,22,4,8,803,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,65-69,fallecimiento,hombre,no internado,43643,2017,2017,999
mayo,miercoles,14,3,1,101,8,menor,automovil,blanco,2007,hyundai,2017,atropello,menor de 15,lesionado,hombre,internado,43644,2017,2017,10
mayo,miercoles,18,4,1,117,99,mayor,ignorado,ignorado,9999,ignorado,2017,atropello,50-54,lesionado,hombre,internado,43645,2017,2017,54
mayo,miercoles,13,3,16,1601,99,mayor,camioneta sport o blazer,azul,9999,kia,2017,atropello,45-49,lesionado,hombre,internado,43646,2017,2017,48
junio,jueves,6,2,1,101,9,mayor,taxi,amarillo,2015,byd,2017,colision,45-49,lesionado,hombre,internado,43647,2017,2017,45
junio,jueves,21,4,1,109,99,mayor,motocicleta,negro,2014,italika,2017,caida,20-24,lesionado,hombre,internado,43648,2017,2017,23
junio,jueves,8,2,6,601,99,mayor,cabezal,blanco,1999,internacional,2017,vuelco,40-44,lesionado,hombre,internado,43649,2017,2017,42
junio,jueves,10,2,9,901,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,20-24,lesionado,hombre,internado,43650,2017,2017,21
junio,jueves,20,4,18,1801,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,40-44,fallecimiento,hombre,no internado,43651,2017,2017,40
junio,viernes,18,4,5,501,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,20-24,lesionado,hombre,internado,43652,2017,2017,23
junio,viernes,2,1,1,101,1,mayor,automovil,ignorado,9999,mazda,2017,colision,35-39,lesionado,hombre,internado,43653,2017,2017,36
junio,viernes,12,3,1,101,13,mayor,motocicleta,negro,9999,bajaj,2017,colision,60-64,lesionado,hombre,internado,43654,2017,2017,61
junio,viernes,23,4,1,117,99,mayor,motocicleta,negro,9999,ignorado,2017,colision,20-24,lesionado,hombre,internado,43655,2017,2017,20
junio,viernes,14,3,17,1701,99,mayor,pick up,ignorado,9999,ignorado,2017,colision,35-39,lesionado,hombre,internado,43656,2017,2017,36
junio,sabado,7,2,1,112,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,25-29,lesionado,mujer,internado,43657,2017,2017,25
junio,sabado,14,3,1,101,18,mayor,motocicleta,rojo,2016,italika,2017,colision,35-39,lesionado,hombre,internado,43658,2017,2017,36
junio,sabado,6,2,1,101,12,mayor,motocicleta,negro,9999,freedom,2017,colision,35-39,lesionado,hombre,internado,43659,2017,2017,35
junio,sabado,17,3,1,112,99,mayor,motocicleta,rojo,9999,serpento,2017,colision,20-24,lesionado,hombre,internado,43660,2017,2017,21
junio,sabado,17,3,1,112,99,menor,motocicleta,rojo,9999,serpento,2017,colision,15-19,fallecimiento,hombre,no internado,43661,2017,2017,17
junio,sabado,15,3,9,917,99,mayor,pick up,gris,9999,nissan,2017,colision,35-39,lesionado,hombre,internado,43662,2017,2017,38
junio,sabado,15,3,9,917,99,mayor,camioneta sport o blazer,blanco,2005,hyundai,2017,colision,25-29,lesionado,hombre,internado,43663,2017,2017,26
junio,sabado,15,3,9,917,99,mayor,camioneta sport o blazer,blanco,2005,hyundai,2017,colision,55-59,lesionado,hombre,internado,43664,2017,2017,57
junio,sabado,19,4,1,101,24,mayor,mototaxi,verde,9999,bajaj,2017,vuelco,50-54,lesionado,hombre,internado,43665,2017,2017,54
junio,sabado,19,4,1,101,24,mayor,mototaxi,verde,9999,bajaj,2017,vuelco,25-29,lesionado,hombre,internado,43666,2017,2017,28
junio,sabado,19,4,1,101,24,mayor,mototaxi,verde,9999,bajaj,2017,vuelco,25-29,lesionado,hombre,internado,43667,2017,2017,26
junio,sabado,22,4,10,1010,99,mayor,motocicleta,negro,9999,freedom,2017,choque,20-24,lesionado,hombre,internado,43668,2017,2017,23
junio,sabado,11,2,8,802,99,mayor,pick up,blanco,9999,toyota,2017,vuelco,30-34,fallecimiento,mujer,no internado,43669,2017,2017,34
junio,sabado,2,1,1,101,5,mayor,motocicleta,ignorado,9999,ignorado,2017,choque,25-29,lesionado,hombre,internado,43670,2017,2017,28
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,20-24,lesionado,hombre,internado,43671,2017,2017,20
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,35-39,lesionado,mujer,internado,43672,2017,2017,39
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,20-24,lesionado,mujer,internado,43673,2017,2017,22
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,20-24,lesionado,hombre,internado,43674,2017,2017,20
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,15-19,lesionado,mujer,internado,43675,2017,2017,19
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,35-39,lesionado,hombre,internado,43676,2017,2017,39
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,60-64,lesionado,hombre,internado,43677,2017,2017,65
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,40-44,lesionado,mujer,internado,43678,2017,2017,42
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,40-44,lesionado,hombre,internado,43679,2017,2017,40
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,60-64,lesionado,hombre,internado,43680,2017,2017,65
junio,sabado,6,2,12,1223,99,mayor,bus urbano,verde,1995,internacional,2017,vuelco,45-49,lesionado,mujer,internado,43681,2017,2017,46
junio,sabado,6,2,12,1223,99,menor,bus urbano,verde,1995,internacional,2017,vuelco,menor de 15,lesionado,hombre,internado,43682,2017,2017,4
junio,domingo,11,2,1,101,3,mayor,automovil,ignorado,1988,ignorado,2017,colision,35-39,fallecimiento,hombre,no internado,43683,2017,2017,37
junio,domingo,11,2,1,101,3,mayor,automovil,amarillo,2008,mitsubishi,2017,colision,20-24,fallecimiento,hombre,no internado,43684,2017,2017,23
junio,domingo,11,2,1,101,3,mayor,automovil,amarillo,2008,mitsubishi,2017,colision,65-69,lesionado,mujer,internado,43685,2017,2017,999
junio,domingo,20,4,1,101,5,mayor,motocicleta,negro,9999,shineray,2017,colision,25-29,lesionado,hombre,internado,43686,2017,2017,28
junio,domingo,4,1,1,101,7,mayor,automovil,verde,9999,honda,2017,colision,15-19,lesionado,hombre,internado,43687,2017,2017,19
junio,domingo,4,1,1,101,7,mayor,motocicleta,negro,9999,bajaj,2017,colision,20-24,fallecimiento,hombre,no internado,43688,2017,2017,23
junio,domingo,4,1,1,101,7,mayor,automovil,verde,9999,honda,2017,colision,20-24,fallecimiento,hombre,no internado,43689,2017,2017,21
junio,domingo,4,1,1,101,7,menor,automovil,verde,9999,honda,2017,colision,menor de 15,lesionado,mujer,internado,43690,2017,2017,14
junio,domingo,23,4,20,2007,99,mayor,motocicleta,negro,9999,freedom,2017,colision,25-29,lesionado,hombre,internado,43691,2017,2017,26
junio,domingo,23,4,20,2007,99,mayor,motocicleta,rojo,9999,kymco,2017,colision,25-29,fallecimiento,mujer,no internado,43692,2017,2017,26
junio,domingo,20,4,11,1107,99,mayor,bicicleta,ignorado,9999,ignorado,2017,choque,25-29,fallecimiento,hombre,no internado,43693,2017,2017,27
junio,domingo,5,1,11,1108,99,mayor,motocicleta,ignorado,9999,ignorado,2017,choque,25-29,fallecimiento,hombre,no internado,43694,2017,2017,26
junio,domingo,6,2,17,1706,99,mayor,motocicleta,ignorado,9999,ignorado,2017,choque,20-24,lesionado,hombre,internado,43695,2017,2017,20
junio,domingo,21,4,3,308,99,mayor,motocicleta,negro,9999,yamaha,2017,colision,25-29,lesionado,hombre,internado,43696,2017,2017,28
junio,domingo,21,4,3,308,99,mayor,motocicleta,negro,9999,yamaha,2017,colision,65-69,lesionado,hombre,internado,43697,2017,2017,999
junio,domingo,21,4,3,308,99,mayor,motocicleta,negro,9999,yamaha,2017,colision,20-24,lesionado,hombre,internado,43698,2017,2017,20
junio,domingo,21,4,3,308,99,mayor,motocicleta,negro,9999,yamaha,2017,colision,20-24,lesionado,hombre,internado,43699,2017,2017,22
junio,lunes,2,1,1,101,1,mayor,motocicleta,negro,9999,honda,2017,choque,35-39,lesionado,hombre,internado,43700,2017,2017,35
junio,lunes,10,2,1,101,15,mayor,motocicleta,azul,2012,yamaha,2017,choque,25-29,lesionado,hombre,internado,43701,2017,2017,29
junio,lunes,23,4,1,101,12,mayor,motocicleta,azul,9999,suzuki,2017,colision,25-29,lesionado,hombre,internado,43702,2017,2017,25
junio,lunes,12,3,1,117,99,mayor,motocicleta,blanco,9999,suzuki,2017,colision,20-24,fallecimiento,hombre,no internado,43703,2017,2017,21
junio,lunes,12,3,1,117,99,menor,motocicleta,blanco,9999,suzuki,2017,colision,15-19,lesionado,hombre,internado,43704,2017,2017,17
junio,lunes,15,3,1,113,99,mayor,motocicleta,gris,9999,tvs apache,2017,colision,20-24,lesionado,hombre,internado,43705,2017,2017,24
junio,lunes,9,2,22,2217,99,menor,motocicleta,negro,2008,bajaj,2017,colision,15-19,lesionado,hombre,internado,43706,2017,2017,15
junio,lunes,13,3,22,2216,99,mayor,automovil,ignorado,2002,mitsubishi,2017,colision,25-29,lesionado,mujer,internado,43707,2017,2017,28
junio,lunes,13,3,22,2216,99,mayor,automovil,ignorado,2002,mitsubishi,2017,colision,60-64,lesionado,mujer,internado,43708,2017,2017,67
junio,lunes,13,3,22,2216,99,mayor,automovil,ignorado,2002,mitsubishi,2017,colision,45-49,lesionado,mujer,internado,43709,2017,2017,48
junio,lunes,6,2,5,501,99,mayor,motocicleta,negro,9999,italika,2017,choque,25-29,lesionado,hombre,internado,43710,2017,2017,28
junio,lunes,17,3,6,604,99,mayor,motocicleta,azul,9999,yamaha,2017,choque,30-34,lesionado,hombre,internado,43711,2017,2017,30
junio,lunes,17,3,6,604,99,mayor,motocicleta,azul,9999,yamaha,2017,choque,65-69,lesionado,mujer,internado,43712,2017,2017,999
junio,lunes,11,2,9,901,99,mayor,automovil,beige,1995,toyota,2017,choque,60-64,lesionado,hombre,internado,43713,2017,2017,93
junio,lunes,11,2,9,901,99,mayor,automovil,beige,1995,toyota,2017,choque,35-39,lesionado,mujer,internado,43714,2017,2017,39
junio,lunes,17,3,16,1613,99,mayor,motocicleta,celeste,9999,yamaha,2017,colision,50-54,fallecimiento,hombre,no internado,43715,2017,2017,50
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,35-39,lesionado,mujer,internado,43716,2017,2017,35
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,60-64,lesionado,hombre,internado,43717,2017,2017,62
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,25-29,lesionado,hombre,internado,43718,2017,2017,25
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,20-24,lesionado,hombre,internado,43719,2017,2017,22
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,15-19,lesionado,hombre,internado,43720,2017,2017,19
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,35-39,lesionado,mujer,internado,43721,2017,2017,38
junio,lunes,4,1,16,1615,99,menor,camion,blanco,9999,hino,2017,vuelco,menor de 15,lesionado,mujer,internado,43722,2017,2017,7
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,25-29,lesionado,mujer,internado,43723,2017,2017,28
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,20-24,lesionado,mujer,internado,43724,2017,2017,24
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,20-24,lesionado,mujer,internado,43725,2017,2017,20
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,20-24,lesionado,hombre,internado,43726,2017,2017,23
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,15-19,lesionado,mujer,internado,43727,2017,2017,18
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,45-49,lesionado,mujer,internado,43728,2017,2017,45
junio,lunes,4,1,16,1615,99,menor,camion,blanco,9999,hino,2017,vuelco,menor de 15,lesionado,hombre,internado,43729,2017,2017,7
junio,lunes,4,1,16,1615,99,menor,camion,blanco,9999,hino,2017,vuelco,menor de 15,lesionado,hombre,internado,43730,2017,2017,12
junio,lunes,4,1,16,1615,99,mayor,camion,blanco,9999,hino,2017,vuelco,45-49,lesionado,mujer,internado,43731,2017,2017,45
junio,lunes,19,4,15,1507,99,mayor,motocicleta,rojo,9999,suzuki,2017,colision,65-69,lesionado,hombre,internado,43732,2017,2017,999
junio,lunes,19,4,15,1507,99,mayor,motocicleta,rojo,2010,italika,2017,colision,25-29,lesionado,hombre,internado,43733,2017,2017,26
junio,lunes,19,4,15,1507,99,menor,motocicleta,rojo,9999,suzuki,2017,colision,menor de 15,lesionado,hombre,internado,43734,2017,2017,5
junio,lunes,19,4,15,1507,99,mayor,motocicleta,rojo,9999,suzuki,2017,colision,65-69,lesionado,mujer,internado,43735,2017,2017,999
