mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,anio_ocu_file,tipo_eve,edad_grupo,fall_les,sexo_vic,int_o_noint,num_corre,anio_ocu_dataset,anio_ocu,edad_vic
junio,lunes,17,3,18,1802,99,mayor,cabezal,blanco,9999,ignorado,2017,choque,35-39,lesionado,hombre,internado,43736,2017,2017,37
junio,lunes,17,3,18,1802,99,mayor,cabezal,blanco,9999,ignorado,2017,choque,20-24,lesionado,hombre,internado,43737,2017,2017,22
junio,lunes,17,3,18,1802,99,mayor,cabezal,blanco,9999,ignorado,2017,choque,40-44,lesionado,hombre,internado,43738,2017,2017,41
junio,lunes,17,3,18,1802,99,mayor,cabezal,blanco,9999,ignorado,2017,choque,30-34,lesionado,hombre,internado,43739,2017,2017,33
junio,lunes,17,3,18,1802,99,mayor,cabezal,blanco,9999,ignorado,2017,choque,35-39,lesionado,mujer,internado,43740,2017,2017,35
junio,martes,15,3,1,109,99,mayor,motocicleta,azul,2014,bajaj,2017,colision,35-39,lesionado,hombre,internado,43741,2017,2017,39
junio,martes,15,3,1,109,99,mayor,motocicleta,azul,2014,bajaj,2017,colision,65-69,lesionado,hombre,internado,43742,2017,2017,999
junio,martes,14,3,4,413,99,mayor,camion,verde,9999,ignorado,2017,vuelco,65-69,fallecimiento,hombre,no internado,43743,2017,2017,999
junio,martes,14,3,4,413,99,mayor,camion,verde,9999,ignorado,2017,vuelco,20-24,lesionado,hombre,internado,43744,2017,2017,20
junio,martes,14,3,4,413,99,mayor,camion,verde,9999,ignorado,2017,vuelco,15-19,lesionado,hombre,internado,43745,2017,2017,18
junio,miercoles,23,4,1,101,18,mayor,motocicleta,verde,9999,haojue,2017,colision,65-69,fallecimiento,hombre,no internado,43746,2017,2017,999
junio,miercoles,0,1,5,502,99,mayor,microbus,blanco,2006,toyota,2017,vuelco,45-49,fallecimiento,hombre,no internado,43747,2017,2017,45
junio,miercoles,20,4,6,608,99,mayor,cabezal,blanco,1995,internacional,2017,colision,40-44,fallecimiento,hombre,no internado,43748,2017,2017,41
junio,jueves,10,2,1,101,1,mayor,bus urbano,amarillo,1991,internacional,2017,colision,55-59,lesionado,mujer,internado,43749,2017,2017,57
junio,jueves,10,2,1,101,1,mayor,bus urbano,amarillo,1991,internacional,2017,colision,25-29,lesionado,mujer,internado,43750,2017,2017,25
junio,jueves,14,3,1,101,12,mayor,motocicleta,rojo,2016,suzuki,2017,colision,35-39,lesionado,hombre,internado,43751,2017,2017,38
junio,jueves,16,3,1,101,11,mayor,motocicleta,ignorado,9999,freeway,2017,colision,65-69,lesionado,hombre,internado,43752,2017,2017,999
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,35-39,lesionado,hombre,internado,43753,2017,2017,38
junio,jueves,20,4,20,2004,99,menor,pick up,ignorado,9999,ignorado,2017,vuelco,15-19,lesionado,hombre,internado,43754,2017,2017,15
junio,jueves,20,4,20,2004,99,menor,pick up,ignorado,9999,ignorado,2017,vuelco,menor de 15,lesionado,mujer,internado,43755,2017,2017,13
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,60-64,lesionado,hombre,internado,43756,2017,2017,60
junio,jueves,20,4,20,2004,99,menor,pick up,ignorado,9999,ignorado,2017,vuelco,menor de 15,lesionado,mujer,internado,43757,2017,2017,10
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,40-44,lesionado,hombre,internado,43758,2017,2017,40
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,35-39,lesionado,hombre,internado,43759,2017,2017,37
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,60-64,lesionado,hombre,internado,43760,2017,2017,60
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,25-29,lesionado,mujer,internado,43761,2017,2017,26
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,45-49,lesionado,mujer,internado,43762,2017,2017,46
junio,jueves,20,4,20,2004,99,menor,pick up,ignorado,9999,ignorado,2017,vuelco,menor de 15,lesionado,mujer,internado,43763,2017,2017,8
junio,jueves,20,4,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,vuelco,60-64,lesionado,hombre,internado,43764,2017,2017,60
junio,jueves,15,3,5,501,99,mayor,ignorado,ignorado,9999,ignorado,2017,vuelco,50-54,fallecimiento,hombre,no internado,43765,2017,2017,52
junio,jueves,9,2,10,1001,99,mayor,automovil,negro,9999,mazda,2017,colision,20-24,lesionado,hombre,internado,43766,2017,2017,22
junio,jueves,9,2,10,1001,99,mayor,automovil,rojo,9999,toyota,2017,colision,30-34,lesionado,mujer,internado,43767,2017,2017,34
junio,jueves,10,2,11,1102,99,mayor,motocicleta,negro,9999,freedom,2017,colision,20-24,lesionado,hombre,internado,43768,2017,2017,23
junio,jueves,10,2,11,1102,99,mayor,motocicleta,negro,9999,freedom,2017,colision,20-24,lesionado,mujer,internado,43769,2017,2017,23
junio,jueves,7,2,13,1301,99,menor,motocicleta,blanco,9999,bajaj,2017,colision,15-19,fallecimiento,hombre,no internado,43770,2017,2017,16
junio,jueves,20,4,16,1615,99,mayor,motocicleta,ignorado,9999,ignorado,2017,caida,40-44,lesionado,hombre,internado,43771,2017,2017,42
junio,jueves,19,4,17,1712,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,60-64,lesionado,hombre,internado,43772,2017,2017,65
junio,jueves,19,4,4,409,99,mayor,motocicleta,negro,9999,serpento,2017,colision,45-49,lesionado,hombre,internado,43773,2017,2017,49
junio,jueves,19,4,4,409,99,mayor,motocicleta,negro,9999,serpento,2017,colision,40-44,lesionado,hombre,internado,43774,2017,2017,42
junio,viernes,22,4,1,113,99,mayor,motocicleta,verde,9999,ignorado,2017,colision,40-44,lesionado,hombre,internado,43775,2017,2017,43
junio,viernes,15,3,20,2009,99,mayor,cabezal,blanco,9999,internacional,2017,vuelco,20-24,lesionado,hombre,internado,43776,2017,2017,24
junio,viernes,15,3,20,2009,99,mayor,cabezal,blanco,9999,internacional,2017,vuelco,25-29,lesionado,hombre,internado,43777,2017,2017,27
junio,viernes,5,1,6,602,99,mayor,pick up,blanco,9999,toyota,2017,choque,25-29,fallecimiento,hombre,no internado,43778,2017,2017,29
junio,viernes,5,1,2,206,99,mayor,pick up,gris,9999,toyota,2017,colision,45-49,fallecimiento,hombre,no internado,43779,2017,2017,46
junio,viernes,5,1,2,206,99,mayor,pick up,gris,9999,toyota,2017,colision,20-24,fallecimiento,hombre,no internado,43780,2017,2017,22
junio,viernes,5,1,2,206,99,mayor,pick up,gris,9999,toyota,2017,colision,65-69,lesionado,hombre,internado,43781,2017,2017,999
junio,viernes,13,3,18,1804,99,mayor,motocicleta,negro,9999,suzuki,2017,choque,35-39,fallecimiento,hombre,no internado,43782,2017,2017,35
junio,viernes,11,2,4,409,99,mayor,pick up,azul,9999,toyota,2017,colision,45-49,fallecimiento,hombre,no internado,43783,2017,2017,48
junio,viernes,11,2,4,409,99,mayor,pick up,azul,9999,toyota,2017,colision,50-54,fallecimiento,hombre,no internado,43784,2017,2017,52
junio,viernes,11,2,4,409,99,mayor,pick up,azul,9999,toyota,2017,colision,50-54,fallecimiento,mujer,no internado,43785,2017,2017,50
junio,viernes,11,2,4,409,99,mayor,pick up,azul,9999,toyota,2017,colision,20-24,fallecimiento,mujer,no internado,43786,2017,2017,20
junio,viernes,11,2,4,409,99,mayor,pick up,azul,9999,toyota,2017,colision,20-24,lesionado,hombre,internado,43787,2017,2017,20
junio,viernes,11,2,4,409,99,menor,pick up,azul,9999,toyota,2017,colision,menor de 15,lesionado,hombre,internado,43788,2017,2017,13
junio,sabado,1,1,1,101,1,mayor,taxi,blanco,2017,hyundai,2017,colision,20-24,lesionado,hombre,internado,43789,2017,2017,23
junio,sabado,23,4,1,110,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,30-34,lesionado,hombre,internado,43790,2017,2017,30
junio,sabado,16,3,5,501,99,mayor,pick up,ignorado,9999,ignorado,2017,choque,25-29,lesionado,hombre,internado,43791,2017,2017,28
junio,sabado,16,3,5,501,99,mayor,pick up,ignorado,9999,ignorado,2017,choque,20-24,lesionado,hombre,internado,43792,2017,2017,21
junio,sabado,16,3,5,501,99,menor,pick up,ignorado,9999,ignorado,2017,choque,menor de 15,lesionado,hombre,internado,43793,2017,2017,7
junio,sabado,16,3,5,501,99,mayor,pick up,ignorado,9999,ignorado,2017,choque,45-49,lesionado,mujer,internado,43794,2017,2017,47
junio,sabado,21,4,9,901,99,mayor,automovil,blanco,9999,mazda,2017,colision,25-29,lesionado,hombre,internado,43795,2017,2017,28
junio,sabado,21,4,9,901,99,menor,automovil,blanco,9999,mazda,2017,colision,menor de 15,lesionado,hombre,internado,43796,2017,2017,2
junio,sabado,11,2,2,203,99,mayor,motocicleta,rojo,9999,movesa,2017,colision,25-29,lesionado,mujer,internado,43797,2017,2017,27
junio,sabado,22,4,17,1705,99,mayor,mototaxi,rojo,2012,bajaj,2017,vuelco,45-49,lesionado,hombre,internado,43798,2017,2017,48
junio,sabado,22,4,17,1705,99,mayor,mototaxi,rojo,2012,bajaj,2017,vuelco,40-44,lesionado,hombre,internado,43799,2017,2017,43
junio,domingo,3,1,1,101,1,mayor,motocicleta,gris,9999,ignorado,2017,colision,30-34,lesionado,hombre,internado,43800,2017,2017,32
junio,domingo,8,2,1,101,1,mayor,motocicleta,negro,2016,asia hero,2017,colision,20-24,lesionado,hombre,internado,43801,2017,2017,22
junio,domingo,11,2,1,101,1,mayor,motocicleta,negro,2014,yamaha,2017,colision,35-39,lesionado,hombre,internado,43802,2017,2017,35
junio,domingo,16,3,1,101,1,menor,camioneta sport o blazer,negro,2013,kia,2017,colision,menor de 15,lesionado,mujer,internado,43803,2017,2017,8
junio,domingo,16,3,1,101,1,mayor,camioneta sport o blazer,negro,2013,kia,2017,colision,40-44,lesionado,mujer,internado,43804,2017,2017,43
junio,domingo,17,3,1,101,6,mayor,motocicleta,rojo,2016,suzuki,2017,colision,20-24,lesionado,hombre,internado,43805,2017,2017,22
junio,domingo,3,1,1,101,10,mayor,motocicleta,negro,2016,bajaj,2017,colision,20-24,lesionado,hombre,internado,43806,2017,2017,23
junio,domingo,2,1,1,111,99,mayor,ignorado,ignorado,9999,ignorado,2017,colision,15-19,fallecimiento,hombre,no internado,43807,2017,2017,19
junio,domingo,15,3,1,117,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,30-34,lesionado,hombre,internado,43808,2017,2017,33
junio,domingo,0,1,22,2201,99,mayor,motocicleta,rojo,9999,italika,2017,colision,20-24,lesionado,hombre,internado,43809,2017,2017,23
junio,domingo,0,1,22,2201,99,mayor,motocicleta,rojo,9999,italika,2017,colision,25-29,lesionado,mujer,internado,43810,2017,2017,25
junio,domingo,16,3,21,2101,99,mayor,pick up,rojo,9999,toyota,2017,choque,20-24,lesionado,mujer,internado,43811,2017,2017,20
junio,domingo,16,3,21,2101,99,menor,pick up,rojo,9999,toyota,2017,choque,menor de 15,lesionado,hombre,internado,43812,2017,2017,2
junio,domingo,16,3,21,2101,99,menor,pick up,rojo,9999,toyota,2017,choque,menor de 15,lesionado,mujer,internado,43813,2017,2017,10
junio,domingo,21,4,19,1901,99,mayor,motocicleta,ignorado,9999,ignorado,2017,caida,30-34,lesionado,mujer,internado,43814,2017,2017,31
junio,domingo,12,3,5,501,99,mayor,pick up,blanco,9999,mazda,2017,colision,30-34,lesionado,mujer,internado,43815,2017,2017,34
junio,domingo,12,3,5,501,99,menor,pick up,blanco,9999,mazda,2017,colision,menor de 15,lesionado,mujer,internado,43816,2017,2017,9
junio,domingo,12,3,5,501,99,menor,pick up,blanco,9999,mazda,2017,colision,menor de 15,lesionado,hombre,internado,43817,2017,2017,5
junio,domingo,12,3,5,501,99,menor,pick up,blanco,9999,mazda,2017,colision,menor de 15,lesionado,hombre,internado,43818,2017,2017,7
junio,domingo,13,3,5,505,99,mayor,automovil,negro,2001,hyundai,2017,colision,55-59,lesionado,mujer,internado,43819,2017,2017,57
junio,domingo,13,3,5,505,99,mayor,automovil,negro,2001,hyundai,2017,colision,30-34,lesionado,mujer,internado,43820,2017,2017,33
junio,domingo,13,3,5,505,99,menor,automovil,negro,2001,hyundai,2017,colision,menor de 15,lesionado,hombre,internado,43821,2017,2017,0
junio,domingo,13,3,15,1507,99,mayor,motocicleta,ignorado,9999,ignorado,2017,caida,40-44,fallecimiento,mujer,no internado,43822,2017,2017,40
junio,domingo,13,3,15,1507,99,menor,motocicleta,ignorado,9999,ignorado,2017,caida,menor de 15,lesionado,mujer,internado,43823,2017,2017,14
junio,lunes,2,1,1,109,99,mayor,motocicleta,negro,9999,honda,2017,colision,35-39,lesionado,hombre,internado,43824,2017,2017,35
junio,lunes,12,3,22,2203,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,20-24,lesionado,hombre,internado,43825,2017,2017,20
junio,lunes,12,3,22,2203,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,20-24,lesionado,mujer,internado,43826,2017,2017,21
junio,lunes,16,3,13,1306,99,mayor,camioneta sport o blazer,ignorado,9999,ignorado,2017,caida,20-24,lesionado,hombre,internado,43827,2017,2017,24
junio,lunes,16,3,13,1306,99,mayor,camioneta sport o blazer,ignorado,9999,ignorado,2017,caida,60-64,lesionado,hombre,internado,43828,2017,2017,75
junio,lunes,0,1,18,1801,99,mayor,motocicleta,negro,9999,suzuki,2017,caida,20-24,lesionado,hombre,internado,43829,2017,2017,23
junio,lunes,6,2,17,1705,99,mayor,pick up,blanco,2015,toyota,2017,choque,35-39,lesionado,hombre,internado,43830,2017,2017,38
junio,lunes,13,3,4,401,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,60-64,lesionado,hombre,internado,43831,2017,2017,69
junio,lunes,13,3,4,401,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,25-29,lesionado,hombre,internado,43832,2017,2017,27
junio,martes,8,2,1,101,18,mayor,taxi,blanco,9999,hyundai,2017,colision,25-29,lesionado,hombre,internado,43833,2017,2017,27
junio,martes,8,2,1,101,18,mayor,taxi,blanco,9999,hyundai,2017,colision,50-54,lesionado,mujer,internado,43834,2017,2017,53
junio,martes,8,2,1,101,18,mayor,taxi,blanco,9999,hyundai,2017,colision,25-29,lesionado,hombre,internado,43835,2017,2017,27
junio,martes,11,2,21,2101,99,mayor,mototaxi,rojo,2010,bajaj,2017,vuelco,20-24,lesionado,hombre,internado,43836,2017,2017,23
junio,martes,13,3,1,103,99,menor,motocicleta,negro,2015,freedom,2017,colision,15-19,lesionado,hombre,internado,43837,2017,2017,17
junio,martes,13,3,1,103,99,menor,motocicleta,negro,2015,freedom,2017,colision,15-19,lesionado,mujer,internado,43838,2017,2017,16
junio,miercoles,14,3,1,106,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,65-69,lesionado,hombre,internado,43839,2017,2017,999
junio,miercoles,20,4,1,101,7,mayor,motocicleta,negro,9999,honda,2017,colision,25-29,lesionado,hombre,internado,43840,2017,2017,27
junio,miercoles,20,4,1,101,7,mayor,motocicleta,negro,9999,honda,2017,colision,20-24,lesionado,mujer,internado,43841,2017,2017,23
junio,miercoles,1,1,1,109,99,mayor,motocicleta,ignorado,2014,honda,2017,colision,25-29,lesionado,hombre,internado,43842,2017,2017,28
junio,miercoles,1,1,1,109,99,menor,motocicleta,ignorado,2014,honda,2017,colision,menor de 15,lesionado,hombre,internado,43843,2017,2017,8
junio,miercoles,17,3,20,2004,99,mayor,pick up,ignorado,9999,ignorado,2017,caida,20-24,fallecimiento,hombre,no internado,43844,2017,2017,23
junio,miercoles,22,4,5,501,99,mayor,motocicleta,rojo,9999,asia hero,2017,colision,30-34,fallecimiento,hombre,no internado,43845,2017,2017,34
junio,miercoles,22,4,5,501,99,mayor,motocicleta,rojo,9999,asia hero,2017,colision,35-39,fallecimiento,mujer,no internado,43846,2017,2017,38
junio,miercoles,22,4,5,501,99,mayor,motocicleta,negro,9999,italika,2017,colision,20-24,fallecimiento,hombre,no internado,43847,2017,2017,21
junio,miercoles,17,3,5,502,99,menor,automovil,azul,9999,mazda,2017,colision,15-19,lesionado,hombre,internado,43848,2017,2017,15
junio,miercoles,17,3,5,502,99,mayor,automovil,azul,9999,mazda,2017,colision,20-24,lesionado,hombre,internado,43849,2017,2017,23
junio,miercoles,17,3,5,502,99,mayor,automovil,azul,9999,mazda,2017,colision,45-49,lesionado,hombre,internado,43850,2017,2017,48
junio,miercoles,23,4,10,1020,99,mayor,pick up,gris,9999,toyota,2017,colision,40-44,lesionado,hombre,internado,43851,2017,2017,41
junio,miercoles,23,4,10,1020,99,mayor,pick up,gris,9999,toyota,2017,colision,65-69,lesionado,hombre,internado,43852,2017,2017,999
junio,miercoles,8,2,18,1804,99,menor,pick up,negro,2014,toyota,2017,vuelco,15-19,lesionado,mujer,internado,43853,2017,2017,17
junio,miercoles,8,2,18,1804,99,mayor,pick up,negro,2014,toyota,2017,vuelco,20-24,lesionado,mujer,internado,43854,2017,2017,21
junio,miercoles,8,2,18,1804,99,mayor,pick up,negro,2014,toyota,2017,vuelco,35-39,lesionado,hombre,internado,43855,2017,2017,36
junio,miercoles,8,2,18,1804,99,mayor,pick up,negro,2014,toyota,2017,vuelco,35-39,lesionado,hombre,internado,43856,2017,2017,36
junio,miercoles,8,2,18,1804,99,mayor,pick up,negro,2014,toyota,2017,vuelco,30-34,lesionado,hombre,internado,43857,2017,2017,31
junio,miercoles,8,2,18,1804,99,mayor,pick up,negro,2014,toyota,2017,vuelco,20-24,lesionado,hombre,internado,43858,2017,2017,23
junio,jueves,12,3,1,102,99,mayor,motocicleta,negro,9999,suzuki,2017,colision,25-29,fallecimiento,hombre,no internado,43859,2017,2017,28
junio,jueves,4,1,1,101,7,mayor,cabezal,blanco,9999,freightliner,2017,choque,45-49,lesionado,hombre,internado,43860,2017,2017,48
junio,jueves,2,1,1,109,99,mayor,ignorado,ignorado,9999,ignorado,2017,colision,25-29,lesionado,ignorado,internado,43861,2017,2017,28
junio,jueves,2,1,1,109,99,mayor,ignorado,ignorado,9999,ignorado,2017,colision,25-29,lesionado,ignorado,internado,43862,2017,2017,27
junio,jueves,15,3,1,117,99,menor,motocicleta,negro,9999,tvs apache,2017,colision,15-19,lesionado,hombre,internado,43863,2017,2017,17
junio,jueves,23,4,1,117,99,mayor,motocicleta,rojo,9999,yamaha,2017,colision,20-24,lesionado,hombre,internado,43864,2017,2017,20
junio,jueves,16,3,5,501,99,menor,motocicleta,ignorado,9999,asia hero,2017,caida,65-69,fallecimiento,hombre,no internado,43865,2017,2017,999
junio,jueves,19,4,12,1226,99,mayor,motocicleta,rojo,9999,ignorado,2017,colision,35-39,fallecimiento,hombre,no internado,43866,2017,2017,38
junio,jueves,12,3,18,1804,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,30-34,lesionado,mujer,internado,43867,2017,2017,34
junio,jueves,12,3,18,1804,99,menor,motocicleta,ignorado,9999,ignorado,2017,colision,menor de 15,fallecimiento,mujer,no internado,43868,2017,2017,2
junio,jueves,12,3,18,1804,99,menor,motocicleta,ignorado,9999,ignorado,2017,colision,menor de 15,lesionado,mujer,internado,43869,2017,2017,12
junio,jueves,17,3,17,1710,99,mayor,motocicleta,negro,2016,bajaj,2017,colision,20-24,fallecimiento,hombre,no internado,43870,2017,2017,22
junio,jueves,17,3,17,1710,99,mayor,motocicleta,negro,2016,bajaj,2017,colision,65-69,lesionado,hombre,internado,43871,2017,2017,999
junio,jueves,17,3,17,1710,99,mayor,automovil,ignorado,9999,ignorado,2017,colision,65-69,lesionado,hombre,internado,43872,2017,2017,999
junio,jueves,16,3,3,309,99,mayor,motocicleta,blanco,9999,tvs apache,2017,colision,65-69,lesionado,hombre,internado,43873,2017,2017,999
junio,viernes,8,2,1,101,9,mayor,automovil,ignorado,2008,honda,2017,colision,20-24,lesionado,hombre,internado,43874,2017,2017,20
junio,viernes,23,4,11,1104,99,mayor,motocicleta,azul,9999,bajaj,2017,colision,30-34,lesionado,mujer,internado,43875,2017,2017,30
junio,viernes,15,3,11,1105,99,menor,pick up,negro,1998,toyota,2017,colision,menor de 15,lesionado,hombre,internado,43876,2017,2017,11
junio,viernes,15,3,11,1105,99,mayor,pick up,negro,1998,toyota,2017,colision,50-54,lesionado,mujer,internado,43877,2017,2017,52
junio,viernes,15,3,11,1105,99,mayor,pick up,negro,1998,toyota,2017,colision,30-34,lesionado,mujer,internado,43878,2017,2017,31
junio,viernes,15,3,11,1105,99,mayor,pick up,negro,1998,toyota,2017,colision,35-39,lesionado,mujer,internado,43879,2017,2017,36
junio,viernes,0,1,16,1601,99,mayor,camioneta sport o blazer,negro,2007,hyundai,2017,colision,35-39,lesionado,hombre,internado,43880,2017,2017,38
junio,viernes,12,3,16,1613,99,mayor,automovil,gris,9999,toyota,2017,colision,60-64,fallecimiento,mujer,no internado,43881,2017,2017,73
junio,sabado,17,3,1,101,13,mayor,motocicleta,azul,9999,bajaj,2017,choque,25-29,fallecimiento,hombre,no internado,43882,2017,2017,26
junio,sabado,23,4,1,106,99,mayor,motocicleta,ignorado,9999,ignorado,2017,colision,25-29,lesionado,hombre,internado,43883,2017,2017,28
junio,sabado,0,1,1,101,15,mayor,motocicleta,negro,9999,bajaj,2017,choque,25-29,lesionado,hombre,internado,43884,2017,2017,25
junio,sabado,10,2,1,101,12,mayor,motocicleta,rojo,9999,bajaj,2017,choque,65-69,lesionado,hombre,internado,43885,2017,2017,999
junio,sabado,22,4,1,109,99,mayor,motocicleta,rojo,9999,ignorado,2017,colision,30-34,lesionado,hombre,internado,43886,2017,2017,32
junio,sabado,9,2,1,109,99,mayor,bus urbano,verde,9999,ignorado,2017,vuelco,20-24,lesionado,mujer,internado,43887,2017,2017,23
junio,sabado,9,2,1,109,99,menor,bus urbano,verde,9999,ignorado,2017,vuelco,15-19,lesionado,mujer,internado,43888,2017,2017,17
